"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","Wave","waveDay","beepvar3","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp","SID2"
61,90,3,13,51,1,2,3,3,1,4,4,4,2,"4","4.13",17,1.34831460674157,2.97345132743363,2.95575221238938,2.84955752212389,1.36283185840708,2.66371681415929,3.40449438202247,2.98230088495575,2.0353982300885,61
78,40,3,13,51,3,2,2,5,1,4,4,3,1,"4","4.13",14,1.88235294117647,3.3,2.675,3.425,1.325,2.9,3.67647058823529,3.35,2,78
87,17,3,13,51,1,5,3,2,1,1,1,2,3,"4","4.13",9,1.27777777777778,3.55555555555556,1.72222222222222,2.61111111111111,1.05555555555556,1.77777777777778,2.83333333333333,4,2.22222222222222,87
89,59,3,13,51,2,1,3,4,1,4,5,4,1,"4","4.13",15,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655,89
90,13,3,13,51,2,3,2,4,2,2,3,3,2,"4","4.13",7,2.25,3.83333333333333,3.41666666666667,3.08333333333333,2.16666666666667,1.83333333333333,2.83333333333333,2.58333333333333,3.5,90
91,44,3,13,51,2,5,2,4,1,1,2,4,2,"4","4.13",10,1.95454545454545,3.46575342465753,2.02739726027397,3.93150684931507,1.04109589041096,3.02739726027397,3.078125,3.9041095890411,1.41095890410959,91
97,26,3,13,51,1.18518518518519,5,5,4,1,1,4.11111111111111,3,1,"4","4.13",4,1.18518518518519,3.57142857142857,2.42857142857143,3.61904761904762,1.16666666666667,2.5952380952381,4.11111111111111,4.19047619047619,1.30952380952381,97
10111,56,3,13,51,2,4,3,4,1,3,3,4,3,"4","4.13",17,1.05263157894737,3.61538461538462,2.6025641025641,3.64102564102564,1.14102564102564,2.57692307692308,3.36842105263158,3.88461538461538,2.33333333333333,10111
10125,7,3,13,51,1,2,4,3,2,4,3,4,3,"4","4.13",2,1.44444444444444,3,2,3.08333333333333,1.66666666666667,3,3,3.91666666666667,2.41666666666667,10125
10145,22,3,13,51,1,3,3,3,2,3,3,5,2,"4","4.13",7,1.2,3.04,2.92,3.2,2.04,3.16,3.2,3.8,2.32,10145
10157,54,3,13,51,1,1,3,4,1,5,5,5,1,"4","4.13",16,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2,10157
10204,25,3,13,51,1,5,3,3,2,3,3,3,1,"4","4.13",7,1.1304347826087,3.53846153846154,2.96153846153846,3.11538461538462,1.46153846153846,2.34615384615385,2.30434782608696,2.92307692307692,1.96153846153846,10204
10227,59,3,13,51,1.92307692307692,5,3,4,1,2,3.46153846153846,4,3,"4","4.13",14,1.92307692307692,3.41666666666667,2.75,3.1547619047619,2.44047619047619,1.95238095238095,3.46153846153846,3.16666666666667,2.80952380952381,10227
10236,48,3,13,51,1,3,1,4,1,2,3,5,3,"4","4.13",10,1.25862068965517,3.68055555555556,1.625,3.83333333333333,1.31944444444444,2.02777777777778,2.70689655172414,3.91666666666667,1.80555555555556,10236
10245,52,3,13,51,2,2,3,3,1,5,4,5,3,"4","4.13",14,1.62566844919786,3.6078431372549,3.05882352941176,2.88235294117647,1.64705882352941,2.50980392156863,3.28520499108734,3.25490196078431,2.54901960784314,10245
10274,60,3,13,51,1,3,1,4,1,2,5,4,3,"4","4.13",18,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957,10274
10275,46,3,13,51,3,4,3,3,2,2,3,5,4,"4","4.13",9,1.3448275862069,4.65217391304348,1.30434782608696,3.06521739130435,2.08695652173913,1.41304347826087,1.68965517241379,4.58695652173913,2.30434782608696,10275
10276,23,3,13,51,1.33333333333333,3,2,2,3,3,3.33333333333333,3,3,"4","4.13",6,1.33333333333333,4.08695652173913,2.47826086956522,2.91304347826087,2.43478260869565,2.30434782608696,3.33333333333333,3.34782608695652,2.65217391304348,10276
10288,54,3,13,51,1,3,2,3,1,3,5,3,1,"4","4.13",15,1.44736842105263,3.01219512195122,2.34146341463415,3.89024390243902,1.68292682926829,2.91463414634146,4.47368421052632,3.5,1.97560975609756,10288
10289,44,3,13,51,1,4,2,4,1,4,4,4,2,"4","4.13",16,1.47457627118644,3.11666666666667,1.96666666666667,3.03333333333333,1.43333333333333,3.16666666666667,3.3728813559322,4.31666666666667,2.56666666666667,10289
10301,46,3,13,51,1.68292682926829,4,3,4,1,2,3.75609756097561,4,2,"4","4.13",11,1.68292682926829,2.78260869565217,1.8695652173913,3.89130434782609,1.19565217391304,3.32608695652174,3.75609756097561,3.89130434782609,1.89130434782609,10301
10308,54,3,13,51,1,5,1,3,3,3,4,3,5,"4","4.13",18,1.1044776119403,2.87209302325581,1.34883720930233,3.96511627906977,1.18604651162791,3.61627906976744,4.76119402985075,4.6046511627907,3.54651162790698,10308
10310,48,3,13,51,3,1,4,4,2,3,3,3,2,"4","4.13",13,2.56818181818182,3.40350877192982,2.87719298245614,3.68421052631579,2.01754385964912,3,2.25,3.2280701754386,2.42105263157895,10310
10311,55,3,13,51,1,4,2,4,1,2,4,5,1,"4","4.13",15,1.28813559322034,2.92307692307692,2.21538461538462,3.26153846153846,1.87692307692308,2.63076923076923,3.38983050847458,3.66153846153846,2.61538461538462,10311
10365,55,3,13,51,1,3,2,1,2,3,5,5,3,"4","4.13",17,1.07692307692308,3.79746835443038,2.0379746835443,3.21518987341772,1.25316455696203,2.43037974683544,4.36538461538461,4.32911392405063,2.24050632911392,10365
10366,55,3,13,51,1,5,1,3,2,3,5,5,3,"4","4.13",18,1.0531914893617,3.27,2.27,3.82,1.16,3.21,4.56382978723404,4.86,2.27,10366
10372,66,3,13,51,3,3,2,3,3,3,3,3,3,"4","4.13",17,1.97413793103448,3.97515527950311,3.32919254658385,3.3167701863354,2.91304347826087,2.08074534161491,3.45689655172414,3.02484472049689,3.21739130434783,10372
10378,11,3,13,51,2,5,1,1,1,1,2.47368421052632,5,3,"4","4.13",3,2,3.32,2.44,2.48,2.16,2.8,2.47368421052632,3.56,2.72,10378
10397,55,3,13,51,2,5,5,5,2,2,4,4,1,"4","4.13",16,2.01626016260163,3.42361111111111,2.83333333333333,3.95138888888889,1.79861111111111,2.65277777777778,3.35833333333333,3.97916666666667,1.90972222222222,10397
10411,19,3,13,51,2,2,3,4,1,4,4,4,2,"4","4.13",5,1.93333333333333,3.21052631578947,2.63157894736842,3.94736842105263,2.05263157894737,2.84210526315789,3.66666666666667,3.78947368421053,1.89473684210526,10411
10413,21,3,13,51,1,3,3,4,4,3,4,3,1,"4","4.13",7,1.39325842696629,3.38235294117647,2.32352941176471,3.55882352941176,2.06862745098039,2.56862745098039,4.39325842696629,3.69607843137255,1.94117647058824,10413
10418,47,3,13,51,1,3,3,4,1,2,5,5,1,"4","4.13",11,1.02631578947368,3.48936170212766,1.4468085106383,2.8936170212766,1.08510638297872,2.23404255319149,4.97368421052632,4.68085106382979,2.02127659574468,10418
10432,78,3,13,51,1,4,1,3,1,3,3,5,2,"4","4.13",19,1.08571428571429,3.58778625954198,1.90076335877863,3.63358778625954,1.16793893129771,2.27480916030534,3.06730769230769,4.56488549618321,1.61832061068702,10432
10437,44,3,13,51,2,2,3,4,1,4,4,5,4,"4","4.13",16,1.44776119402985,2.79285714285714,2.5,3.94285714285714,1.27857142857143,3.26428571428571,4.14925373134328,3.73571428571429,2.03571428571429,10437
10445,35,3,13,51,1,1,1,3,1,4,5,5,2,"4","4.13",7,1.18367346938776,3.40740740740741,2.24074074074074,3.2037037037037,1.44444444444444,3.75925925925926,4.3265306122449,4.61111111111111,2.7962962962963,10445
10449,48,3,13,51,1,4,1,3,1,3,3,5,3,"4","4.13",16,1.18333333333333,2.53731343283582,1.58208955223881,3.86567164179104,1.11940298507463,3.59701492537313,3.95,4.56716417910448,1.49253731343284,10449
10450,36,3,13,51,2,4,3,5,1,4,2,4,1,"4","4.13",8,1.46621621621622,3.7972972972973,3.08108108108108,3.66216216216216,1.2972972972973,1.97297297297297,1.73648648648649,3.83783783783784,2.68918918918919,10450
10459,55,3,13,51,1,5,1,2,1,1,4,3,3,"4","4.13",16,1.90123456790123,3.14285714285714,2.7032967032967,2.64835164835165,1.7032967032967,2.34065934065934,3.65432098765432,3,3.01098901098901,10459
10479,25,3,13,51,1,3,5,5,1,1,3,2,2,"4","4.13",7,1.63636363636364,3,3.24,3.24,1.12,2.6,2.90909090909091,3.6,2.44,10479
10483,22,3,13,51,2,5,2,3,2,2,3,3,2,"4","4.13",7,2.28571428571429,3.27272727272727,2.63636363636364,3.09090909090909,1.63636363636364,2.18181818181818,3,3.09090909090909,2.86363636363636,10483
10486,41,3,13,51,2,1,3,2,1,4,4,4,2,"4","4.13",14,1.70967741935484,3.26829268292683,2.65853658536585,3.60975609756098,1.34146341463415,2.97560975609756,3.45161290322581,3.51219512195122,2.19512195121951,10486
10490,63,3,13,51,1.65789473684211,4,3,3,1,2,3.97368421052632,3,2,"4","4.13",18,1.65789473684211,3.4,2.81142857142857,3.22857142857143,1.14857142857143,2.25714285714286,3.97368421052632,3.12,2.30285714285714,10490
10517,69,3,13,51,3,4,5,4,2,1,3,3,3,"4","4.13",17,1.62790697674419,4.30434782608696,3.69565217391304,3.40579710144928,2.28985507246377,1.82608695652174,3.95348837209302,3.01449275362319,2.7536231884058,10517
10518,39,3,13,51,1.27586206896552,4,2,3,2,1,4.58620689655172,4,2,"4","4.13",9,1.27586206896552,2.94736842105263,2.71052631578947,2.84210526315789,2.28947368421053,2.55263157894737,4.58620689655172,3.60526315789474,3.07894736842105,10518
10530,51,3,13,51,2,3,2,4,1,5,3,4,2,"4","4.13",15,1.51063829787234,3.35294117647059,2.25490196078431,3.35294117647059,1.3921568627451,2.92156862745098,2.34042553191489,4.11764705882353,2.11764705882353,10530
10535,44,3,13,51,2,4,2,3,3,2,3,4,3,"4","4.13",17,1.38589743589744,3.35897435897436,2.92307692307692,3.64102564102564,2,2.64102564102564,3.19294871794872,3.43589743589744,2.33333333333333,10535
10539,41,3,13,51,3,2,2,4,1,4,3,4,2,"4","4.13",15,2.28448275862069,3.16153846153846,2.73076923076923,3.18461538461538,2.22307692307692,2.65384615384615,3.05172413793103,3.42307692307692,2.70769230769231,10539
10547,52,3,13,51,1.53846153846154,4,3,4,1,1,4.25641025641026,5,1,"4","4.13",17,1.53846153846154,2.73076923076923,1.92307692307692,2.82692307692308,1.03846153846154,3.03846153846154,4.25641025641026,4.40384615384615,1.59615384615385,10547
17,170,4,13,52,1.39189189189189,5,5,5,1,1,2.84459459459459,3,2,"4","4.13",16,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738,17
19,27,4,13,52,2,4,2,4,2,2,4,4,2,"4","4.13",8,1.93103448275862,3.68571428571429,2.6,3.62857142857143,2.11428571428571,2.4,3.37931034482759,3.48571428571429,2.11428571428571,19
22,56,4,13,52,1,4,2,3,2,2,2,3,2,"4","4.13",12,1.0188679245283,3.35714285714286,1.66071428571429,3.48214285714286,1.46428571428571,3.28571428571429,3.28301886792453,4.125,2.10714285714286,22
45,57,4,13,52,2,2,2,2,1,4,4,3,5,"4","4.13",11,1.74285714285714,3.16438356164384,2.28767123287671,3.06849315068493,1.46575342465753,3.28767123287671,3.67142857142857,3.78082191780822,3,45
51,55,4,13,52,3,3,5,5,1,4,3,4,2,"4","4.13",17,1.40540540540541,3.79268292682927,1.85365853658537,3.82926829268293,1.29268292682927,2.31707317073171,4.41891891891892,3.96341463414634,2.13414634146341,51
54,47,4,13,52,1,3,1,4,1,3,4,5,1,"4","4.13",14,1.05084745762712,2.62666666666667,1.24,3.53333333333333,1.02666666666667,3.28,3.66101694915254,4.42666666666667,1.34666666666667,54
61,90,4,13,52,1,2,3,4,1,4,4,4,1,"4","4.13",18,1.34831460674157,2.97345132743363,2.95575221238938,2.84955752212389,1.36283185840708,2.66371681415929,3.40449438202247,2.98230088495575,2.0353982300885,61
78,40,4,13,52,2,3,5,5,1,3,4,3,1,"4","4.13",15,1.88235294117647,3.3,2.675,3.425,1.325,2.9,3.67647058823529,3.35,2,78
87,17,4,13,52,1,5,1,4,1,1,4,5,2,"4","4.13",10,1.27777777777778,3.55555555555556,1.72222222222222,2.61111111111111,1.05555555555556,1.77777777777778,2.83333333333333,4,2.22222222222222,87
89,59,4,13,52,2,2,4,5,2,4,4,4,2,"4","4.13",16,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655,89
90,13,4,13,52,4,2,3,2,5,1,2,2,5,"4","4.13",8,2.25,3.83333333333333,3.41666666666667,3.08333333333333,2.16666666666667,1.83333333333333,2.83333333333333,2.58333333333333,3.5,90
10131,35,4,13,52,1,2,3,5,1,3,3,3,2,"4","4.13",2,1.1,3.20588235294118,2.41176470588235,3.58823529411765,1,2.52941176470588,3.23333333333333,3.64705882352941,1.58823529411765,10131
10132,31,4,13,52,1,4,1,3,1,2,4,4,5,"4","4.13",11,1.12820512820513,2.97826086956522,2.08695652173913,3.97826086956522,1.23913043478261,2.73913043478261,3.58974358974359,4.02173913043478,2.91304347826087,10132
10145,22,4,13,52,1,3,3,2,2,3,3,5,3,"4","4.13",8,1.2,3.04,2.92,3.2,2.04,3.16,3.2,3.8,2.32,10145
10157,54,4,13,52,1,3,2,5,1,5,3,5,1,"4","4.13",17,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2,10157
10181,35,4,13,52,1,2,3,3,2,3,3,3,2,"4","4.13",8,1.18181818181818,2.94285714285714,2.62857142857143,3.02857142857143,2.05714285714286,3.17142857142857,3.12121212121212,3.14285714285714,2.14285714285714,10181
10208,60,4,13,52,1,2,3,5,1,3,3,3,2,"4","4.13",12,1.67241379310345,4,2.31506849315068,4.26027397260274,1.05479452054795,2.15068493150685,3.31034482758621,3.54794520547945,1.86301369863014,10208
10217,18,4,13,52,2,2,1,3,1,3,3,3,4,"4","4.13",3,1.33333333333333,2.75,2.35,2.85,1.4,2.15,2.8,3.4,3,10217
10227,59,4,13,52,1.92307692307692,3,4,3,3,1,3.46153846153846,3,3,"4","4.13",15,1.92307692307692,3.41666666666667,2.75,3.1547619047619,2.44047619047619,1.95238095238095,3.46153846153846,3.16666666666667,2.80952380952381,10227
10236,48,4,13,52,1,2,1,3,1,2,3,5,3,"4","4.13",11,1.25862068965517,3.68055555555556,1.625,3.83333333333333,1.31944444444444,2.02777777777778,2.70689655172414,3.91666666666667,1.80555555555556,10236
10245,52,4,13,52,2,4,3,3,2,3,2,3,2,"4","4.13",15,1.62566844919786,3.6078431372549,3.05882352941176,2.88235294117647,1.64705882352941,2.50980392156863,3.28520499108734,3.25490196078431,2.54901960784314,10245
10267,16,4,13,52,1,2,1,3,4,3,5,4,5,"4","4.13",6,1,2.75,1.6875,2.8125,1.25,3.125,3.14285714285714,3.6875,2.375,10267
10274,60,4,13,52,1,2,1,3,1,5,5,5,3,"4","4.13",19,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957,10274
10275,46,4,13,52,1.3448275862069,5,2,3,2,1,1.68965517241379,3,2,"4","4.13",10,1.3448275862069,4.65217391304348,1.30434782608696,3.06521739130435,2.08695652173913,1.41304347826087,1.68965517241379,4.58695652173913,2.30434782608696,10275
10288,54,4,13,52,2,2,1,5,1,3,4,3,2,"4","4.13",16,1.44736842105263,3.01219512195122,2.34146341463415,3.89024390243902,1.68292682926829,2.91463414634146,4.47368421052632,3.5,1.97560975609756,10288
10301,46,4,13,52,1,2,2,4,1,4,4,4,1,"4","4.13",12,1.68292682926829,2.78260869565217,1.8695652173913,3.89130434782609,1.19565217391304,3.32608695652174,3.75609756097561,3.89130434782609,1.89130434782609,10301
10311,55,4,13,52,2,2,2,2,1,2,3,4,2,"4","4.13",16,1.28813559322034,2.92307692307692,2.21538461538462,3.26153846153846,1.87692307692308,2.63076923076923,3.38983050847458,3.66153846153846,2.61538461538462,10311
10318,28,4,13,52,1,3,3,4,1,3,4,3,2,"4","4.13",12,1.56521739130435,3.80645161290323,3,2.83870967741935,1.70967741935484,2.06451612903226,3.39130434782609,3.54838709677419,2.93548387096774,10318
10365,55,4,13,52,1,3,2,2,1,3,5,5,3,"4","4.13",18,1.07692307692308,3.79746835443038,2.0379746835443,3.21518987341772,1.25316455696203,2.43037974683544,4.36538461538461,4.32911392405063,2.24050632911392,10365
10366,55,4,13,52,1,3,1,3,2,2,5,5,3,"4","4.13",19,1.0531914893617,3.27,2.27,3.82,1.16,3.21,4.56382978723404,4.86,2.27,10366
10367,36,4,13,52,1,3,2,2,1,2,4,5,3,"4","4.13",8,1.10810810810811,3.8125,2.6875,3.0625,1.1875,2.0625,4.56756756756757,3.95833333333333,2.39583333333333,10367
10372,66,4,13,52,1.97413793103448,5,3,5,3,1,3.45689655172414,2,2,"4","4.13",18,1.97413793103448,3.97515527950311,3.32919254658385,3.3167701863354,2.91304347826087,2.08074534161491,3.45689655172414,3.02484472049689,3.21739130434783,10372
10397,55,4,13,52,1,5,3,3,1,1,4,4,3,"4","4.13",17,2.01626016260163,3.42361111111111,2.83333333333333,3.95138888888889,1.79861111111111,2.65277777777778,3.35833333333333,3.97916666666667,1.90972222222222,10397
10411,19,4,13,52,2,5,2,3,2,2,3,4,4,"4","4.13",6,1.93333333333333,3.21052631578947,2.63157894736842,3.94736842105263,2.05263157894737,2.84210526315789,3.66666666666667,3.78947368421053,1.89473684210526,10411
10412,14,4,13,52,1.61538461538462,5,2,3,1,3,2.76923076923077,4,2,"4","4.13",5,1.61538461538462,3.64285714285714,2.14285714285714,2.71428571428571,1.78571428571429,2.71428571428571,2.76923076923077,3.42857142857143,2.78571428571429,10412
10413,21,4,13,52,1,5,5,3,5,1,3,1,1,"4","4.13",8,1.39325842696629,3.38235294117647,2.32352941176471,3.55882352941176,2.06862745098039,2.56862745098039,4.39325842696629,3.69607843137255,1.94117647058824,10413
10418,47,4,13,52,1,3,1,3,1,4,5,5,1,"4","4.13",12,1.02631578947368,3.48936170212766,1.4468085106383,2.8936170212766,1.08510638297872,2.23404255319149,4.97368421052632,4.68085106382979,2.02127659574468,10418
10432,78,4,13,52,1.08571428571429,5,2,3,1,1,3.06730769230769,4,2,"4","4.13",20,1.08571428571429,3.58778625954198,1.90076335877863,3.63358778625954,1.16793893129771,2.27480916030534,3.06730769230769,4.56488549618321,1.61832061068702,10432
10437,44,4,13,52,1,2,1,4,1,4,4,3,1,"4","4.13",17,1.44776119402985,2.79285714285714,2.5,3.94285714285714,1.27857142857143,3.26428571428571,4.14925373134328,3.73571428571429,2.03571428571429,10437
10449,48,4,13,52,1,1,1,5,1,5,4,5,1,"4","4.13",17,1.18333333333333,2.53731343283582,1.58208955223881,3.86567164179104,1.11940298507463,3.59701492537313,3.95,4.56716417910448,1.49253731343284,10449
10450,36,4,13,52,1,4,2,3,1,2,1,5,3,"4","4.13",9,1.46621621621622,3.7972972972973,3.08108108108108,3.66216216216216,1.2972972972973,1.97297297297297,1.73648648648649,3.83783783783784,2.68918918918919,10450
10459,55,4,13,52,2,3,3,3,1,2,3,2,3,"4","4.13",17,1.90123456790123,3.14285714285714,2.7032967032967,2.64835164835165,1.7032967032967,2.34065934065934,3.65432098765432,3,3.01098901098901,10459
10479,25,4,13,52,2,4,4,4,1,3,3,3,1,"4","4.13",8,1.63636363636364,3,3.24,3.24,1.12,2.6,2.90909090909091,3.6,2.44,10479
10483,22,4,13,52,2,3,2,3,2,3,3,3,3,"4","4.13",8,2.28571428571429,3.27272727272727,2.63636363636364,3.09090909090909,1.63636363636364,2.18181818181818,3,3.09090909090909,2.86363636363636,10483
10486,41,4,13,52,1.70967741935484,4,2,4,1,2,3.45161290322581,4,1,"4","4.13",15,1.70967741935484,3.26829268292683,2.65853658536585,3.60975609756098,1.34146341463415,2.97560975609756,3.45161290322581,3.51219512195122,2.19512195121951,10486
10490,63,4,13,52,1.65789473684211,4,2,3,1,1,3.97368421052632,4,2,"4","4.13",19,1.65789473684211,3.4,2.81142857142857,3.22857142857143,1.14857142857143,2.25714285714286,3.97368421052632,3.12,2.30285714285714,10490
10517,69,4,13,52,1.62790697674419,5,5,4,3,1,3.95348837209302,3,3,"4","4.13",18,1.62790697674419,4.30434782608696,3.69565217391304,3.40579710144928,2.28985507246377,1.82608695652174,3.95348837209302,3.01449275362319,2.7536231884058,10517
10518,39,4,13,52,1.27586206896552,3,1,3,1,1,4.58620689655172,5,3,"4","4.13",10,1.27586206896552,2.94736842105263,2.71052631578947,2.84210526315789,2.28947368421053,2.55263157894737,4.58620689655172,3.60526315789474,3.07894736842105,10518
10530,51,4,13,52,2,3,2,3,1,4,3,4,2,"4","4.13",16,1.51063829787234,3.35294117647059,2.25490196078431,3.35294117647059,1.3921568627451,2.92156862745098,2.34042553191489,4.11764705882353,2.11764705882353,10530
10539,41,4,13,52,2,2,4,3,2,2,4,4,2,"4","4.13",16,2.28448275862069,3.16153846153846,2.73076923076923,3.18461538461538,2.22307692307692,2.65384615384615,3.05172413793103,3.42307692307692,2.70769230769231,10539
10547,52,4,13,52,1.53846153846154,2,2,2,1,1,4.25641025641026,4,2,"4","4.13",18,1.53846153846154,2.73076923076923,1.92307692307692,2.82692307692308,1.03846153846154,3.03846153846154,4.25641025641026,4.40384615384615,1.59615384615385,10547
8,44,1,14,53,1.31428571428571,2,1,3,3,2,2.88571428571429,5,3,"4","4.14",17,1.31428571428571,3.45454545454545,1.63636363636364,2.86363636363636,2.31818181818182,2.43181818181818,2.88571428571429,4.11363636363636,2.68181818181818,8
17,170,1,14,53,1,5,3,3,1,2,2,5,1,"4","4.14",17,1.39189189189189,3.18716577540107,2.43850267379679,3.37433155080214,1.24598930481283,3.06417112299465,2.84459459459459,3.97326203208556,1.9144385026738,17
22,56,1,14,53,1,5,2,3,1,1,2,4,3,"4","4.14",13,1.0188679245283,3.35714285714286,1.66071428571429,3.48214285714286,1.46428571428571,3.28571428571429,3.28301886792453,4.125,2.10714285714286,22
51,55,1,14,53,2,4,1,1,2,1,3,2,5,"4","4.14",18,1.40540540540541,3.79268292682927,1.85365853658537,3.82926829268293,1.29268292682927,2.31707317073171,4.41891891891892,3.96341463414634,2.13414634146341,51
52,40,1,14,53,2,3,2,4,2,3,4,4,2,"4","4.14",14,2.02083333333333,3.08,2.5,3.4,1.96,2.96,3.41666666666667,3.52,2.54,52
54,47,1,14,53,1,3,1,3,1,2,3,5,2,"4","4.14",15,1.05084745762712,2.62666666666667,1.24,3.53333333333333,1.02666666666667,3.28,3.66101694915254,4.42666666666667,1.34666666666667,54
61,90,1,14,53,1,3,2,1,1,4,4,3,2,"4","4.14",19,1.34831460674157,2.97345132743363,2.95575221238938,2.84955752212389,1.36283185840708,2.66371681415929,3.40449438202247,2.98230088495575,2.0353982300885,61
70,32,1,14,53,2,5,1,3,1,2,4,5,2,"4","4.14",9,1.38375,2.46,2.08,3.36,1.54,3.56,4.03875,4.32,2.08,70
87,17,1,14,53,1,5,1,4,1,1,2,4,3,"4","4.14",11,1.27777777777778,3.55555555555556,1.72222222222222,2.61111111111111,1.05555555555556,1.77777777777778,2.83333333333333,4,2.22222222222222,87
89,59,1,14,53,2.06521739130435,4,2,2,2,2,3.78260869565217,4,3,"4","4.14",17,2.06634182908546,2.87931034482759,2.96551724137931,3.51724137931034,1.74137931034483,3.18965517241379,3.77886056971514,3.58620689655172,2.32758620689655,89
90,13,1,14,53,2,3,3,3,1,2,3,4,4,"4","4.14",9,2.25,3.83333333333333,3.41666666666667,3.08333333333333,2.16666666666667,1.83333333333333,2.83333333333333,2.58333333333333,3.5,90
95,24,1,14,53,5,3,3,1,4,1,1,1,5,"4","4.14",6,3.32352941176471,2.91428571428571,3.31428571428571,2.4,1.14285714285714,3.02857142857143,2.64705882352941,2.57142857142857,3.51428571428571,95
97,26,1,14,53,1,3,3,4,1,3,5,5,1,"4","4.14",5,1.18518518518519,3.57142857142857,2.42857142857143,3.61904761904762,1.16666666666667,2.5952380952381,4.11111111111111,4.19047619047619,1.30952380952381,97
10131,35,1,14,53,1,4,3,4,1,2,3,3,2,"4","4.14",3,1.1,3.20588235294118,2.41176470588235,3.58823529411765,1,2.52941176470588,3.23333333333333,3.64705882352941,1.58823529411765,10131
10132,31,1,14,53,1,2,2,5,3,3,4,4,4,"4","4.14",12,1.12820512820513,2.97826086956522,2.08695652173913,3.97826086956522,1.23913043478261,2.73913043478261,3.58974358974359,4.02173913043478,2.91304347826087,10132
10141,25,1,14,53,1.04761904761905,5,2,3,2,1,3.95238095238095,4,1,"4","4.14",8,1.04761904761905,3.36,1.96,3.6,1.52,3.56,3.95238095238095,4.6,1.36,10141
10145,22,1,14,53,1,3,3,3,3,4,3,3,2,"4","4.14",9,1.2,3.04,2.92,3.2,2.04,3.16,3.2,3.8,2.32,10145
10149,33,1,14,53,2,4,2,2,1,2,3,4,3,"4","4.14",8,1.50109569028488,2.72972972972973,2.08108108108108,2.91891891891892,1.48648648648649,2.91891891891892,3.5799853907962,3.64864864864865,2.21621621621622,10149
10157,54,1,14,53,1,2,1,5,1,5,5,5,1,"4","4.14",18,1.32727272727273,3.04918032786885,2.16393442622951,3.77049180327869,1.11475409836066,3.47540983606557,4.58181818181818,4.62295081967213,2,10157
10204,25,1,14,53,1,5,1,1,3,1,1,3,4,"4","4.14",8,1.1304347826087,3.53846153846154,2.96153846153846,3.11538461538462,1.46153846153846,2.34615384615385,2.30434782608696,2.92307692307692,1.96153846153846,10204
10217,18,1,14,53,1,1,3,3,1,3,3,3,2,"4","4.14",4,1.33333333333333,2.75,2.35,2.85,1.4,2.15,2.8,3.4,3,10217
10227,59,1,14,53,1.92307692307692,4,3,2,2,3,3.46153846153846,3,3,"4","4.14",16,1.92307692307692,3.41666666666667,2.75,3.1547619047619,2.44047619047619,1.95238095238095,3.46153846153846,3.16666666666667,2.80952380952381,10227
10236,48,1,14,53,1,4,1,3,1,2,1,2,3,"4","4.14",12,1.25862068965517,3.68055555555556,1.625,3.83333333333333,1.31944444444444,2.02777777777778,2.70689655172414,3.91666666666667,1.80555555555556,10236
10274,60,1,14,53,1.37142857142857,5,3,5,1,5,4.01428571428571,5,1,"4","4.14",20,1.37142857142857,3.26086956521739,1.89130434782609,4.1195652173913,1.04347826086957,2.95652173913043,4.01428571428571,4.33695652173913,1.79347826086957,10274
10288,54,1,14,53,1,5,3,5,2,1,5,4,1,"4","4.14",17,1.44736842105263,3.01219512195122,2.34146341463415,3.89024390243902,1.68292682926829,2.91463414634146,4.47368421052632,3.5,1.97560975609756,10288
10308,54,1,14,53,1.1044776119403,5,1,1,3,1,4.76119402985075,3,5,"4","4.14",19,1.1044776119403,2.87209302325581,1.34883720930233,3.96511627906977,1.18604651162791,3.61627906976744,4.76119402985075,4.6046511627907,3.54651162790698,10308
10311,55,1,14,53,1,3,3,2,1,2,3,1,2,"4","4.14",17,1.28813559322034,2.92307692307692,2.21538461538462,3.26153846153846,1.87692307692308,2.63076923076923,3.38983050847458,3.66153846153846,2.61538461538462,10311
10318,28,1,14,53,2,5,3,3,2,2,4,3,3,"4","4.14",13,1.56521739130435,3.80645161290323,3,2.83870967741935,1.70967741935484,2.06451612903226,3.39130434782609,3.54838709677419,2.93548387096774,10318
