"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","beepvar3","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp","SID2"
10510,42,2,2,6,2,1,1,4,1,4,4,5,2,2,1.35135135135135,2.4390243902439,2.19512195121951,3.65853658536585,1.17073170731707,3,3.37837837837838,3.97560975609756,1.95121951219512,10510
10466,55,2,2,6,2,5,5,5,1,1,3,3,1,4,1.76315789473684,3.6,3.25454545454545,3.32727272727273,1.72727272727273,2.14545454545455,2.21052631578947,3.03636363636364,2.61818181818182,10466
10496,11,2,2,6,1,5,3,4,1,2,2,5,2,5,1.11111111111111,4,2.63636363636364,3.90909090909091,1.18181818181818,2.09090909090909,2.55555555555556,3,2.18181818181818,10496
10474,13,2,2,6,1.55555555555556,4,3,3,2,1,3.33333333333333,4,3,4,1.51851851851852,3,2.5,2.58333333333333,2.25,2.41666666666667,3.36111111111111,3.83333333333333,2.83333333333333,10474
10472,59,2,2,6,1,2,1,5,1,3,1,5,2,6,1.04347826086957,3.22033898305085,2.13559322033898,4.42372881355932,1,2.45762711864407,1.47826086956522,4.72881355932203,1.35593220338983,10472
10486,50,2,2,6,1,2,3,4,1,2,3,4,1,5,1.41463414634146,3.26530612244898,2.40816326530612,3.44897959183673,1.48979591836735,2.97959183673469,3.29268292682927,3.69387755102041,2,10486
10479,36,2,2,6,2,2,4,5,1,5,4,3,1,5,1.73333333333333,3,3.13888888888889,3.69444444444444,1.44444444444444,2.69444444444444,3.3,3.44444444444444,2.16666666666667,10479
10495,8,2,2,6,1,5,3,2,3,2,3,4,5,6,1,3.875,2.5,2.625,1.75,2.625,3.625,4.25,3,10495
10453,30,2,2,6,2.1304347826087,5,4,5,2,1,3.39130434782609,3,1,6,2.1304347826087,3.06666666666667,2.6,3.9,1.26666666666667,2.76666666666667,3.39130434782609,3.6,1.93333333333333,10453
10492,32,2,2,6,1,3,3,3,1,4,3,4,2,4,1.22222222222222,2.65625,2.03125,3.375,1.09375,3.5625,3.81481481481481,3.71875,1.9375,10492
10471,19,2,2,6,2,4,3,3,3,3,2,3,3,4,1.8125,3.31578947368421,3.05263157894737,3.36842105263158,2.10526315789474,2.94736842105263,2.375,2.89473684210526,2.89473684210526,10471
10490,57,2,2,6,1.45833333333333,4,2,4,2,2,3.33333333333333,3,2,4,1.45833333333333,3.29824561403509,2.70175438596491,3.14035087719298,1.15789473684211,2.08771929824561,3.33333333333333,3.10526315789474,1.45614035087719,10490
10465,26,2,2,6,1,5,2,5,1,1,3,4,1,5,1.63636363636364,2.84615384615385,1.80769230769231,4.07692307692308,1,3.15384615384615,3.95454545454545,3.88461538461538,1.23076923076923,10465
10447,26,2,2,6,1,4,3,2,1,4,5,5,2,4,1.04545454545455,3.38461538461538,1.53846153846154,3,1.34615384615385,3.11538461538462,4.81818181818182,5,3.03846153846154,10447
10452,55,2,2,6,3,2,3,5,1,5,4,5,2,5,1.41666666666667,3.16363636363636,2.18181818181818,4.4,1.14545454545455,3,2.97959183673469,4.6,1.72727272727273,10452
10462,13,2,2,6,1,1,1,2,1,4,5,4,2,2,1.9,2.66666666666667,3,3.58333333333333,1.25,3,3.7,3.58333333333333,2.33333333333333,10462
10493,47,2,2,6,1,5,4,3,1,5,2,4,1,6,1.5,3.25531914893617,2.72340425531915,3.72340425531915,1.34042553191489,2.95744680851064,3.6304347826087,4.53191489361702,1.87234042553191,10493
10470,16,2,2,6,1,5,1,3,2,1,1,5,4,4,1.5,3.125,2.375,3.5,2.0625,2.5625,2.9,3.8125,2.5625,10470
10451,25,2,2,6,1.4,5,1,5,1,1,4.4,5,1,4,1.4,2.6,1.96,4.68,1.4,4.28,4.4,4.6,1.68,10451
10459,43,2,2,6,2,2,3,3,2,3,4,4,3,4,2,3.18604651162791,2.90697674418605,2.6046511627907,2.6046511627907,2.3953488372093,3.92682926829268,3.37209302325581,3.04651162790698,10459
10448,52,2,2,6,1,5,2,2,1,2,3,5,4,6,1.02311111111111,3.08,2.16,2.98,1.32,2.8,3.83511111111111,4.24,2.36,10448
10449,47,2,2,6,1,1,1,2,1,5,5,5,2,6,1.20512820512821,2.25531914893617,1.87234042553191,3.21276595744681,1.36170212765957,3.46808510638298,3.94871794871795,4.38297872340426,2,10449
10454,29,2,2,6,2,1,1,3,1,3,5,4,1,6,1.375,2.96551724137931,2.27586206896552,3.72413793103448,1.27586206896552,3.06896551724138,4.5,4.17241379310345,2.41379310344828,10454
10445,40,2,2,6,1,3,1,2,2,4,5,5,3,4,1.13888888888889,4.075,2.425,2.5,2.35,2.725,4.72222222222222,4.775,3.525,10445
10450,32,2,2,6,1.19047619047619,5,2,4,1,1,3.33333333333333,5,2,4,1.19047619047619,3.96875,2.59375,3.75,1.09375,1.75,3.33333333333333,3.9375,2.53125,10450
10438,57,2,2,6,1,3,4,3,4,3,4,4,4,6,1.11764705882353,3.01754385964912,2.10526315789474,4.21052631578947,1.71929824561404,3.3859649122807,4.11764705882353,4.31578947368421,1.7719298245614,10438
10444,32,2,2,6,2,2,2,2,2,3,3,4,4,4,2.21731748726655,3.35483870967742,2.35483870967742,2.80645161290323,2.35483870967742,2.70967741935484,3.19524617996604,3.48387096774194,2.80645161290323,10444
10435,16,2,2,6,2,1,5,3,1,2,3,2,2,4,1.38461538461538,2.875,2.5,3.3125,1.5,2.5625,2.84615384615385,3.4375,2.25,10435
10437,47,2,2,6,2,2,2,4,1,5,3,4,1,4,1.51111111111111,3.23404255319149,2.48936170212766,3.36170212765957,2.06382978723404,3.02127659574468,3.4,3.36170212765957,2.87234042553191,10437
10432,59,2,2,6,2,2,1,2,1,2,5,4,3,5,1.14893617021277,3.25423728813559,2.3728813559322,3.67796610169492,1.06779661016949,2.77966101694915,3.91489361702128,4.71186440677966,1.64406779661017,10432
10397,55,2,2,6,2,2,1,4,2,5,4,4,2,4,1.58333333333333,3.45454545454545,2.10909090909091,3.18181818181818,1.89090909090909,2.30909090909091,3.85416666666667,4.29090909090909,2.56363636363636,10397
10442,28,2,2,6,1,3,1,3,1,3,3,4,2,3,1.09090909090909,3.32142857142857,2.71428571428571,3.25,1,2.46428571428571,3.18181818181818,3.21428571428571,2.17857142857143,10442
10341,18,2,2,6,1,3,2,4,1,3,3,3,1,4,1.13333333333333,3.22222222222222,2.77777777777778,4.16666666666667,1.05555555555556,2.27777777777778,3.2,3.33333333333333,1.33333333333333,10341
10441,30,2,2,6,1,4,3,2,3,2,3,4,5,5,1.09415584415584,3.67857142857143,2.89285714285714,2.28571428571429,2.92857142857143,2,2.63474025974026,4,3.82142857142857,10441
10440,22,2,2,6,1,1,3,5,1,3,4,4,2,3,1.14285714285714,3,2.86363636363636,3.77272727272727,1.40909090909091,2.86363636363636,3.0952380952381,3.09090909090909,2.09090909090909,10440
10422,28,2,2,6,1,4,2,3,2,2,3,4,2,3,1.75,3.42857142857143,2.53571428571429,3.32142857142857,1.35714285714286,2.78571428571429,3.25,3.25,2.42857142857143,10422
10436,28,2,2,6,1,2,4,5,1,3,3,4,1,5,1.16592592592593,2.77777777777778,2.33333333333333,3.74074074074074,1,2.59259259259259,3.75111111111111,3.96296296296296,1.59259259259259,10436
10431,10,2,2,6,1,5,3,3,2,1,4,3,2,3,1.42857142857143,3.7,3.1,3.4,1.6,2.9,4.14285714285714,3.8,1.6,10431
10428,22,2,2,6,1.05882352941176,4,1,3,1,3,3.64705882352941,4,2,3,1.05882352941176,3.54545454545455,2.72727272727273,3.81818181818182,1.40909090909091,3.04545454545455,3.64705882352941,3.36363636363636,2.81818181818182,10428
10434,20,2,2,6,3,4,4,3,1,3,4,2,3,3,2.05,3.2,2.95,2.9,1.65,2.45,1.4,2.3,2.9,10434
10418,44,2,2,6,2,2,2,3,1,2,3,4,2,5,1.09302325581395,3.11363636363636,1.81818181818182,3.11363636363636,1.63636363636364,2.54545454545455,3.76190476190476,3.90909090909091,2.34090909090909,10418
10429,48,2,2,6,1,5,4,4,1,2,3,5,2,6,1.23809523809524,3.60416666666667,1.875,3.6875,1.04166666666667,3.02083333333333,4.40476190476191,4.58333333333333,1.89583333333333,10429
10423,14,2,2,6,2,2,1,4,1,5,4,5,2,3,1.58333333333333,2.85714285714286,2.14285714285714,3.92857142857143,1,3.57142857142857,3,3.64285714285714,2.14285714285714,10423
10277,56,2,2,6,1,5,1,3,1,1,4.78846153846154,5,3,4,1,3.07142857142857,1.60714285714286,3.82142857142857,1.07142857142857,2.75,4.78846153846154,4.80357142857143,1.41071428571429,10277
10372,52,2,2,6,1.7027027027027,5,3,3,2,1,2.51351351351351,2,2,3,1.7027027027027,3.76923076923077,3,3.03846153846154,2.25,2.07692307692308,2.51351351351351,3.19230769230769,3.09615384615385,10372
10366,55,2,2,6,1,3,1,4,1,5,5,4,1,4,1,3.03636363636364,2.29090909090909,3.98181818181818,1.18181818181818,3.90909090909091,4.81481481481481,4.87272727272727,2.36363636363636,10366
10411,44,2,2,6,1,3,1,4,2,3,4,5,3,4,1.5,2.93181818181818,2,3.95454545454545,1.52272727272727,3.15909090909091,3.80952380952381,4.22727272727273,2.02272727272727,10411
10426,29,2,2,6,1,5,3,3,1,2,4,3,4,4,1.15,4.06896551724138,2.6551724137931,3.72413793103448,1.82758620689655,2.31034482758621,3.85,3.51724137931034,2.06896551724138,10426
10349,29,2,2,6,1,3,1,3,1,5,4,5,2,3,1.08,3.03448275862069,2.06896551724138,3.41379310344828,1.10344827586207,3.37931034482759,3.88,4.44827586206897,2.48275862068966,10349
10371,25,2,2,6,1,4,1,3,1,2,3,4,1,4,1.625,3.52,2.76,3.24,1.6,2.4,2.79166666666667,3.2,2.36,10371
10415,52,2,2,6,1,2,4,4,1,5,3,4,1,2,1.28260869565217,2.69230769230769,2.42307692307692,3.28846153846154,1.25,2.84615384615385,3.32608695652174,4.07692307692308,1.53846153846154,10415
10412,30,2,2,6,2,2,1,1,1,4,4,4,5,4,1.60714285714286,2.76666666666667,1.23333333333333,2.4,1.2,3.03333333333333,3.39285714285714,3.46666666666667,2.9,10412
10352,43,2,2,6,1,3,1,3,2,3,3,5,3,3,1.33333333333333,2.93023255813953,1.7906976744186,3.69767441860465,1.58139534883721,3.46511627906977,3.30952380952381,4.02325581395349,2.67441860465116,10352
10413,38,2,2,6,1,1,1,4,1,4,5,5,3,4,1.17117117117117,3.13513513513514,2.02702702702703,3.86486486486486,1.08108108108108,3.05405405405405,4.48648648648649,4.02702702702703,2.05405405405405,10413
10380,42,2,2,6,1.21621621621622,5,2,3,3,1,2.7027027027027,3,4,3,1.21621621621622,3.64285714285714,2.54761904761905,3.52380952380952,1.5952380952381,2.4047619047619,2.7027027027027,2.95238095238095,2.14285714285714,10380
10369,5,2,2,6,1,2,1,1,3,3,3,2,4,4,1.2,1.8,2.2,3.4,2,3.8,3.4,3.6,2.6,10369
10363,33,2,2,6,2,2,2,3,2,3,3,4,3,3,2.07407407407407,3.09090909090909,2.6969696969697,3.12121212121212,1.78787878787879,2.60606060606061,2.96296296296296,2.90909090909091,2.36363636363636,10363
10370,7,2,2,6,1,2,2,4,1,3,4,5,1,4,1.16666666666667,2.85714285714286,1.85714285714286,3.85714285714286,1.14285714285714,3.14285714285714,4.5,4.57142857142857,1.85714285714286,10370
10404,30,2,2,6,1,1,3,5,1,3,3,4,2,5,1,3.55172413793103,1.6551724137931,2.89655172413793,1.51724137931034,2.13793103448276,2.72727272727273,3.6551724137931,3.55172413793103,10404
10389,44,2,2,6,1,4,5,3,3,1,2,3,3,6,1.55172413793103,3.5,2.63636363636364,2.86363636363636,1.61363636363636,2.15909090909091,2.48275862068966,3.54545454545455,2.97727272727273,10389
10354,28,2,2,6,1,2,1,4,1,4,4,4,3,4,1.16666666666667,2.96428571428571,2.46428571428571,3.39285714285714,1.10714285714286,3.35714285714286,4,3.64285714285714,2.35714285714286,10354
10342,53,2,2,6,1,5,3,2,2,2,3,5,2,4,1.225,4.0377358490566,3,3.71698113207547,1.79245283018868,3.11320754716981,4,4.73584905660377,2.20754716981132,10342
10345,15,2,2,6,1,4,3,4,2,4,4,5,2,3,1.23076923076923,3.26666666666667,2,4.2,1.2,2.8,3.46153846153846,4.53333333333333,1.93333333333333,10345
10409,9,2,2,6,1,4,3,4,2,4,5,3,3,2,1.25,3.5,3.625,3.625,2.375,3.125,4.25,3.875,3.5,10409
10350,20,2,2,6,3,5,2,3,1,1,2,4,1,4,1.94444444444444,3.15,2.6,2.85,1.2,2.55,3.11111111111111,3.5,1.65,10350
10343,7,2,2,6,1,5,2,2,1,2,4,4,3,3,1.33333333333333,4.28571428571429,1.57142857142857,2.71428571428571,1.42857142857143,2.42857142857143,3.5,4,2.57142857142857,10343
10399,9,2,2,6,1.28571428571429,5,4,5,1,1,3.14285714285714,1,1,6,1.28571428571429,3.22222222222222,2.22222222222222,4,1,2.77777777777778,3.14285714285714,3.33333333333333,1,10399
10391,14,2,2,6,1,5,2,3,2,1,3,3,3,5,1,3.21428571428571,2.07142857142857,3.78571428571429,2.07142857142857,3.07142857142857,4.41666666666667,3.85714285714286,2.71428571428571,10391
10383,24,2,2,6,1,3,2,4,1,4,3,3,4,4,1.39464882943144,3.08695652173913,3.04347826086957,4.04347826086957,1.30434782608696,1.95652173913043,3.48160535117057,2.95652173913043,1.91304347826087,10383
10324,25,2,2,6,2,2,1,5,1,4,3,3,1,4,1.29166666666667,2.8,2.8,4.12,1.08,3.48,3.20833333333333,3.24,1.72,10324
10338,54,2,2,6,1,4,3,2,1,2,2,4,1,6,1.34782608695652,3.12962962962963,3.05555555555556,3.38888888888889,1.77777777777778,2.74074074074074,2.41304347826087,3.85185185185185,2.38888888888889,10338
10332,16,2,2,6,2,2,3,2,4,4,3,4,4,6,1.93333333333333,2.9375,2.8125,2.8125,2.375,2.875,2.66666666666667,3.1875,3.3125,10332
10390,24,2,2,6,1,1,1,3,1,4,1,3,2,4,1.04545454545455,2.58333333333333,1.5,3.625,1,3.33333333333333,2.59090909090909,3.95833333333333,1.66666666666667,10390
10347,14,2,2,6,1,3,3,4,1,3,4,4,2,2,1,3.57142857142857,3.07142857142857,3,2.57142857142857,2.42857142857143,3.38461538461538,3,3.78571428571429,10347
10386,54,2,2,6,1,4,4,4,2,2,3,4,2,4,1.93478260869565,3.01851851851852,2.42592592592593,2.88888888888889,2.2962962962963,2.66666666666667,3.60869565217391,4.62962962962963,2.51851851851852,10386
10359,43,2,2,6,1.29032258064516,5,1,5,1,1,4.7,4,1,4,1.3044846577498,3.78048780487805,1.80487804878049,3.36585365853659,1.92682926829268,2.58536585365854,4.74146341463415,4.4390243902439,2.19512195121951,10359
10353,17,2,2,6,1,2,4,5,1,4,4,4,2,2,1.0625,2.82352941176471,2.52941176470588,3.88235294117647,1.05882352941176,3.11764705882353,3.5625,4,1.70588235294118,10353
10331,21,2,2,6,2,1,4,4,1,5,2,4,4,4,1.4,3.04761904761905,2.42857142857143,4.09523809523809,1.04761904761905,3.42857142857143,3.5,3.28571428571429,1.71428571428571,10331
10348,15,2,2,6,1,5,3,3,3,3,3,4,2,3,1.69230769230769,4,2.73333333333333,3.26666666666667,2.13333333333333,3.2,3.15384615384615,3.46666666666667,2.26666666666667,10348
10361,28,2,2,6,3,1,1,5,1,5,2,4,1,5,1.68181818181818,2.40740740740741,2.03703703703704,4.51851851851852,1.18518518518519,3.59259259259259,3.59090909090909,4.14814814814815,1.51851851851852,10361
10367,52,2,2,6,1,5,3,3,3,2,3,3,1,6,1.05405405405405,4.40384615384615,2.07692307692308,3.07692307692308,1.55769230769231,1.55769230769231,4.24324324324324,3.86538461538462,2.69230769230769,10367
10378,44,2,2,6,1,1,1,1,2,5,4,5,3,5,1.97368421052632,3.38636363636364,2.72727272727273,2.20454545454545,1.93181818181818,2.22727272727273,2.34210526315789,3.61363636363636,3.70454545454545,10378
10381,21,2,2,6,2,3,5,3,1,1,4,5,1,2,1.4375,4,3,3.47619047619048,1.52380952380952,2.28571428571429,4.3125,4.14285714285714,2.33333333333333,10381
10340,4,2,2,6,1,4,1,3,1,3,5,4,2,2,1.25,2.75,2.25,2.25,1.25,3.25,3.75,4.75,3.5,10340
10318,44,2,2,6,1.33333333333333,5,4,4,3,1,3.47222222222222,3,2,4,1.33333333333333,3.59090909090909,2.95454545454545,3.38636363636364,2.43181818181818,2.61363636363636,3.47222222222222,3.86363636363636,3.04545454545455,10318
10287,35,2,2,6,1,2,1,2,2,3,4,3,4,5,1,3.57142857142857,1.42857142857143,1.85714285714286,3.11428571428571,2.14285714285714,4.04,4.51428571428571,4.57142857142857,10287
10293,44,2,2,6,1,4,2,2,1,3,4,5,3,6,1.20512820512821,3.20454545454545,1.88636363636364,3.5,1.20454545454545,2.79545454545455,3.02564102564103,3.90909090909091,2.29545454545455,10293
10317,48,2,2,6,2,2,2,4,1,5,4,4,2,2,1.89189189189189,3.36170212765957,2.06382978723404,2.70212765957447,1,2.97872340425532,3.59459459459459,3.31914893617021,3.14893617021277,10317
10326,24,2,2,6,1,1,4,2,1,4,4,4,1,2,1.33014354066986,3.63636363636364,1.68181818181818,2.63636363636364,2.18181818181818,2.72727272727273,3.94497607655502,4.04545454545455,2.72727272727273,10326
10308,53,2,2,6,1,4,2,5,1,3,4,5,3,4,1.06382978723404,2.52830188679245,1.66037735849057,4.41509433962264,1.07547169811321,4.13207547169811,4.61702127659574,4.79245283018868,2.20754716981132,10308
10299,42,2,2,6,3,3,4,3,1,4,2,3,3,5,1.8,3.57142857142857,2.71428571428571,4.04761904761905,1.73809523809524,1.73809523809524,1.43333333333333,3.61904761904762,2.0952380952381,10299
10315,47,2,2,6,1,3,1,3,1,4,5,4,2,4,1.09090909090909,2.85106382978723,1.78723404255319,2.82978723404255,1.51063829787234,3.38297872340426,3.86363636363636,4.06382978723404,2.06382978723404,10315
10288,53,2,2,6,2,1,4,3,3,3,4,3,2,5,1.17307692307692,3.05660377358491,2.22641509433962,3.69811320754717,1.47169811320755,2.73584905660377,4.23076923076923,3.66037735849057,2.22641509433962,10288
10322,39,2,2,6,1,5,1,3,1,3,3,3,1,5,1.08333333333333,4.46153846153846,2.92307692307692,3.07692307692308,1.1025641025641,1.71794871794872,2.97222222222222,3.02564102564103,2.28205128205128,10322
10289,53,2,2,6,2,4,2,3,1,2,4,4,4,5,2.04,3,2.54716981132075,3.07547169811321,1.64150943396226,2.92452830188679,3.22,4.18867924528302,2.84905660377358,10289
10267,27,2,2,6,2,4,1,3,1,3,3,5,2,5,1.28,3.2962962962963,1.33333333333333,3.2962962962963,1.03703703703704,2.92592592592593,3.28,4.03703703703704,2.51851851851852,10267
10316,51,2,2,6,1,5,1,4,3,1,1,4,2,4,1.45454545454545,3.58823529411765,2.01960784313725,4,1.50980392156863,2.43137254901961,3.09090909090909,3.84313725490196,1.70588235294118,10316
10276,32,2,2,6,2,3,2,3,2,3,3,4,2,4,1.51423149905123,3.87096774193548,2.16129032258065,2.70967741935484,2.25806451612903,2.19354838709677,2.66793168880455,3.51612903225806,2.64516129032258,10276
10274,57,2,2,6,1.225,4,1,3,1,1,4.325,5,2,4,1.225,3.3859649122807,1.66666666666667,3.68421052631579,1.31578947368421,2.47368421052632,4.325,4.54385964912281,2.31578947368421,10274
10314,54,2,2,6,1,2,2,5,2,4,5,5,1,4,1.38775510204082,2.64814814814815,2.2962962962963,3.44444444444444,1.46296296296296,3.16666666666667,3.81632653061224,3.94444444444444,2.33333333333333,10314
10268,15,2,2,6,1,2,3,2,1,4,5,4,1,5,1.35714285714286,3.4,2.6,3.6,1.2,3.06666666666667,3.28571428571429,4.06666666666667,1.6,10268
10301,18,2,2,6,1.23076923076923,5,5,5,1,1,4,2,1,4,1.23076923076923,3.16666666666667,2.44444444444444,4.05555555555556,1.05555555555556,3.22222222222222,4,3.44444444444444,1.55555555555556,10301
10286,41,2,2,6,3,4,4,4,1,3,4,2,1,2,1.48717948717949,3.51219512195122,2.36585365853659,3.73170731707317,1.4390243902439,2.41463414634146,3.36842105263158,3.58536585365854,1.58536585365854,10286
10281,8,2,2,6,1.2,5,4,5,2,1,2.2,3,1,4,1.2,3.75,2.5,3.875,2.25,2.125,2.2,3,1.875,10281
10313,50,2,2,6,1,1,2,2,1,5,4,5,3,3,1.62790697674419,3.94,2.58,2.7,2.58,2.46,3.86046511627907,3.42,3.44,10313
10312,23,2,2,6,1,1,2,4,1,5,4,4,2,3,1.47368421052632,3.26086956521739,2.1304347826087,2.82608695652174,1.65217391304348,2.69565217391304,3.52631578947368,4.04347826086957,2.43478260869565,10312
10280,40,2,2,6,1.09677419354839,4,5,5,3,1,4,3,2,7,1.09677419354839,3.475,2.025,3.075,2.05,2.35,4,3.975,2.7,10280
10310,33,2,2,6,4,1,1,1,4,1,4,2,5,2,2.33147321428571,3.03125,2.03125,3.03125,2.21875,3.125,2.44754464285714,3.15625,3.03125,10310
10271,6,2,2,6,1,1,1,4,1,5,4,5,2,1,1.2,2.8,1.8,3.4,1,4.8,4.4,2.8,2.6,10271
10270,52,2,2,6,2,2,3,5,1,4,4,2,1,4,1.18,2.75,2.26923076923077,3.73076923076923,1.34615384615385,3.21153846153846,4.02,4.13461538461539,1.57692307692308,10270
10311,53,2,2,6,1,1,1,3,1,4,2,4,1,4,1.125,2.90566037735849,2.24528301886792,2.79245283018868,1.66037735849057,2.45283018867925,2.66666666666667,3.35849056603774,2.43396226415094,10311
10291,19,2,2,6,1,3,5,4,1,3,3,1,1,3,1.72727272727273,3.94736842105263,3.21052631578947,4,1.05263157894737,2.31578947368421,2.90909090909091,2.84210526315789,1.57894736842105,10291
10242,37,2,2,6,1,2,2,2,2,4,3,5,3,4,1.67857142857143,3.75675675675676,3.02702702702703,2.83783783783784,1.27027027027027,2.37837837837838,3.5,3.05405405405405,2.24324324324324,10242
10253,8,2,2,6,2,3,2,3,1,3,4,3,4,5,1.75,2.5,2.5,3,1.875,3.625,3.625,3.5,3,10253
10258,20,2,2,6,1,1,3,5,1,5,5,5,1,6,1,2.65,2.45,4.35,1.1,3.6,4.94117647058824,4.5,1.65,10258
10232,34,2,2,6,2,3,2,5,2,3,3,5,1,5,1.14718614718615,2.84848484848485,1.78787878787879,3.57575757575758,1.72727272727273,3.06060606060606,3.63203463203463,3.96969696969697,1.84848484848485,10232
10244,14,2,2,6,3,2,4,2,2,3,3,2,2,4,1.85714285714286,2.85714285714286,2.64285714285714,3,2.14285714285714,2.78571428571429,3.5,2.92857142857143,2.78571428571429,10244
10249,16,2,2,6,1,3,1,4,3,5,4,5,2,2,1.57435897435897,3.4,1.6,3.06666666666667,2.13333333333333,3.4,3.19487179487179,3.93333333333333,2,10249
10273,20,2,2,6,2,2,5,4,3,4,4,4,2,3,2.1,2.95,2.95,3.25,1.85,3.25,3.5,3.2,2.05,10273
10272,50,2,2,6,2,4,2,1,4,3,3,3,3,4,1.95555555555556,3.7,3.44,2.6,2.26,2.42,3.2,2.96,3.04,10272
10226,22,2,2,6,2.05263157894737,4,2,4,2,1,3.61111111111111,3,3,5,2.05263157894737,3.09090909090909,2.45454545454545,3,2.54545454545455,2.86363636363636,3.61111111111111,3.31818181818182,2.86363636363636,10226
10245,56,2,2,6,2,2,2,2,1,4,4,4,3,5,1.7906976744186,3.39285714285714,3.05357142857143,3.19642857142857,1.78571428571429,2.625,3.30232558139535,3.125,2.17857142857143,10245
10240,26,2,2,6,2,1,5,2,4,3,4,3,4,5,1.17391304347826,2.8,2.92,2.12,3.56,2.08,3.56521739130435,3.92,4.28,10240
10248,34,2,2,6,1,3,4,4,1,2,2,3,1,3,1.51724137931034,3.73529411764706,2.52941176470588,3.70588235294118,1.02941176470588,1.94117647058824,2.27586206896552,3,2.20588235294118,10248
10236,50,2,2,6,1,3,2,3,1,3,2,5,3,2,1.30434782608696,2.98,2.22,3.64,1.26,2.9,3.34782608695652,4.22,1.98,10236
10238,28,2,2,6,1.26086956521739,5,5,2,3,1,2.25,1,4,6,1.26086956521739,3.92857142857143,3.14285714285714,2.71428571428571,2.60714285714286,1.78571428571429,2.25,2.39285714285714,3.42857142857143,10238
10237,32,2,2,6,1,1,1,1,1,4,5,5,5,5,1.41666666666667,3.03125,2.53125,3.46875,1.875,2.4375,3.41666666666667,3.90625,2.21875,10237
10243,26,2,2,6,1,2,2,4,2,4,3,4,2,5,1.66666666666667,2.61538461538462,2.03846153846154,3.07692307692308,1.34615384615385,3.07692307692308,3.04166666666667,3.15384615384615,2.42307692307692,10243
10241,55,2,2,6,1,5,3,3,5,1,3,3,3,4,1.13461538461538,3.87272727272727,3.41818181818182,2.69090909090909,3.49090909090909,1.89090909090909,2.23076923076923,3.01818181818182,2.76363636363636,10241
10231,10,2,2,6,3,3,2,3,1,4,2,3,4,3,2.2,3.2,2.3,3.4,1,3,3.2,3.4,3.2,10231
10233,11,2,2,6,1,2,3,5,1,3,4,4,1,2,1.1,3.4,2.8,3.9,1.4,3.4,3.7,3.7,2,10233
10234,46,2,2,6,2,5,5,3,1,3,3,3,2,3,1.85714285714286,4.43478260869565,3.5,2.80434782608696,2.52173913043478,1.8695652173913,2.57142857142857,2.23913043478261,3.02173913043478,10234
10229,12,2,2,6,2,4,2,4,1,3,3,3,3,3,1.66666666666667,3.66666666666667,1.58333333333333,3.41666666666667,1.16666666666667,2.41666666666667,2.77777777777778,3.25,1.58333333333333,10229
10228,25,2,2,6,2,3,2,2,2,3,2,3,3,5,1.04347826086957,2.84,2.56,3.56,1.76,3.4,3.08695652173913,3.44,2.08,10228
10227,47,2,2,6,2,2,2,3,3,2,4,4,4,3,2.59375,2.72340425531915,2.72340425531915,2.93617021276596,2.82978723404255,2.80851063829787,3.03125,2.95744680851064,2.97872340425532,10227
10223,12,2,2,6,1.28571428571429,3,3,3,1,3,3.71428571428571,4,2,3,1.28571428571429,3.33333333333333,2.75,3.33333333333333,1.16666666666667,2.25,3.71428571428571,4,1.91666666666667,10223
10222,53,2,2,6,1,5,3,4,1,1,3,4,1,5,1.17142857142857,3.75471698113208,2.58490566037736,3.62264150943396,1.13207547169811,2.35849056603774,2.94285714285714,3.33962264150943,1.60377358490566,10222
10220,9,2,2,6,1.4,5,3,4,3,2,4.8,3,3,5,1.4,3.88888888888889,1.44444444444444,4.44444444444444,1.44444444444444,3.22222222222222,4.8,4.22222222222222,2.33333333333333,10220
10217,59,2,2,6,1,3,1,2,2,1,2,5,3,6,1.03507728894174,3.31034482758621,1.74137931034483,2.55172413793103,1.46551724137931,1.67241379310345,2.2627824019025,4.8448275862069,2.62068965517241,10217
10216,23,2,2,6,1,2,2,2,1,4,4,5,1,4,1.23232323232323,3.54545454545455,2.27272727272727,3.72727272727273,1.04545454545455,2.18181818181818,3.58080808080808,3.81818181818182,1.5,10216
10219,29,2,2,6,2,2,4,4,2,4,4,2,2,4,1.55555555555556,2.55172413793103,2.51724137931034,3.82758620689655,1.6551724137931,3.62068965517241,3.92592592592593,4.03448275862069,2.10344827586207,10219
10215,16,2,2,6,3,1,1,2,2,4,4,3,2,3,1.92307692307692,2.92307692307692,2.92307692307692,3.84615384615385,2.15384615384615,3.38461538461538,3.61538461538462,3.69230769230769,2.92307692307692,10215
10201,4,2,2,6,1,5,2,1,4,2,3,3,5,3,1.66666666666667,4.25,1.5,2,2.5,2.25,2,3.75,3.5,10201
10213,45,2,2,6,1,2,2,3,1,3,4,5,2,5,1.16129032258065,3.33333333333333,2.08888888888889,4,1.17777777777778,2.66666666666667,4.26666666666667,4.22222222222222,1.71111111111111,10213
10212,51,2,2,6,4,2,1,2,1,4,3,3,2,5,1.13793103448276,3.72549019607843,1.88235294117647,3.72549019607843,1.03921568627451,2.2156862745098,4.37931034482759,4.05882352941176,1.74509803921569,10212
