"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","beepvar3","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp","SID2"
10151,31,4,5,20,1,2,1,5,1,3,3,3,1,13,1.375,3.58064516129032,3,3.7741935483871,1.03225806451613,2.41935483870968,3.08333333333333,3.16129032258065,1.51612903225806,10151
10148,19,4,5,20,1,5,1,4,1,1,3.33333333333333,5,1,19,1,3.57894736842105,2.63157894736842,4,1.47368421052632,2.42105263157895,3.33333333333333,3.63157894736842,1.47368421052632,10148
10130,44,4,5,20,1.55555555555556,5,1,1,2,1,3.08333333333333,3,1,16,1.55555555555556,3.06818181818182,2.36363636363636,3.90909090909091,1.29545454545455,2.56818181818182,3.08333333333333,3.13636363636364,1.47727272727273,10130
10143,46,4,5,20,2,3,5,4,2,3,3,3,2,18,2.025,3.58695652173913,2.78260869565217,3.47826086956522,2.19565217391304,2.76086956521739,3.3,3.1304347826087,2.52173913043478,10143
10147,21,4,5,20,3,3,3,3,3,3,3,3,3,16,1.36842105263158,3.14285714285714,2.80952380952381,3.33333333333333,2.28571428571429,2.52380952380952,3.31578947368421,3.66666666666667,2.38095238095238,10147
10145,31,4,5,20,1,3,3,5,1,3,3,5,1,16,1,2.64516129032258,2.32258064516129,3.09677419354839,1.48387096774194,3.09677419354839,3.51851851851852,4.64516129032258,1.90322580645161,10145
10144,38,4,5,20,3,3,1,1,1,2,3,5,5,17,2.08823529411765,3.07894736842105,2.07894736842105,3.31578947368421,1.28947368421053,2.89473684210526,3.11764705882353,4.31578947368421,2.31578947368421,10144
10128,36,4,5,20,1,3,3,4,1,3,3,3,2,18,1.29411764705882,3.27777777777778,2.16666666666667,3.91666666666667,1.05555555555556,2.33333333333333,3.02941176470588,3.16666666666667,1.94444444444444,10128
10114,26,4,5,20,1.23809523809524,5,3,5,2,4,4.57142857142857,5,4,16,1.20761904761905,2.52,1.92,4.2,1.72,3.88,4.63428571428571,4.8,2.92,10114
10127,43,4,5,20,1,2,4,4,1,3,3,3,1,14,1.54936120789779,3.07142857142857,2.66666666666667,3.38095238095238,1.21428571428571,2.80952380952381,2.4006968641115,3.30952380952381,2.21428571428571,10127
10107,46,4,5,20,2,3,3,4,1,3,3,4,3,15,1.15555555555556,3.19565217391304,2.58695652173913,3.30434782608696,1.30434782608696,3.19565217391304,2.48888888888889,3.71739130434783,2.5,10107
10109,48,4,5,20,1,2,2,3,1,5,5,5,2,18,1.02272727272727,2.66666666666667,2.0625,4.04166666666667,1.04166666666667,3.79166666666667,4.18181818181818,4.72916666666667,1.375,10109
10141,37,4,5,20,1,3,3,5,1,3,4,4,1,16,1,2.67567567567568,1.7027027027027,4.13513513513514,1.02702702702703,3.86486486486486,4.14285714285714,4.89189189189189,1.24324324324324,10141
10122,34,4,5,20,1.63636363636364,5,4,3,3,1,2.04545454545455,3,3,13,1.63636363636364,4.29411764705882,3.67647058823529,3.5,2.5,1.97058823529412,2.04545454545455,3.08823529411765,2.85294117647059,10122
10137,42,4,5,20,2.16666666666667,4,4,3,4,1,3.38888888888889,3,2,18,2.16666666666667,3.21428571428571,2.64285714285714,2.95238095238095,2.07142857142857,2.76190476190476,3.38888888888889,3.23809523809524,2.28571428571429,10137
10136,50,4,5,20,2,2,1,2,2,3,4,5,1,17,1.71875,3.86,2.7,3.16,2.34,1.9,3.90625,3.8,2.12,10136
10132,16,4,5,20,1,2,5,5,1,3,2,3,3,13,1,3,1.875,3.75,1.375,2.375,3.2,3.375,2.375,10132
10134,23,4,5,20,1.125,5,2,2,3,1,3.625,3,4,10,1.125,4.34782608695652,3.1304347826087,3,1.82608695652174,1.56521739130435,3.625,3.17391304347826,2.43478260869565,10134
10121,26,4,5,20,1,2,1,3,1,3,5,5,2,16,1.16,3.15384615384615,2.42307692307692,3.19230769230769,1.5,3.03846153846154,4.08,4.46153846153846,2.11538461538462,10121
10124,50,4,5,20,1,3,1,5,1,3,5,2,1,19,1,3.56,2.54,4.2,1.2,2.54,4.3695652173913,2.96,1.3,10124
10133,17,4,5,20,1,5,3,3,1,3,4,3,2,10,1.28571428571429,4,3.47058823529412,3.64705882352941,2.05882352941176,2.35294117647059,2.71428571428571,2.29411764705882,2,10133
10112,41,4,5,20,2.23333333333333,5,2,4,5,1,4.2,2,3,16,2.21416666666667,3.375,2.9,3.8,3.25,2.3,4.205,3.775,2.325,10112
101,42,4,5,20,1.96774193548387,4,3,3,3,3,2.2258064516129,3,3,15,1.96774193548387,3.19047619047619,3.14285714285714,3.04761904761905,2.61904761904762,2.5952380952381,2.2258064516129,3,2.85714285714286,101
10113,47,4,5,20,1,4,2,3,1,3,3,4,2,18,1.54285714285714,3.23404255319149,1.93617021276596,3.38297872340426,1.65957446808511,3.38297872340426,3.71428571428571,4.02127659574468,2.14893617021277,10113
10129,49,4,5,20,2,3,2,2,2,3,4,5,4,19,2,3.6530612244898,2.95918367346939,3.02040816326531,2.53061224489796,2.55102040816327,3.475,3.55102040816327,3.26530612244898,10129
10118,49,4,5,20,1,2,2,2,2,3,3,4,2,18,1.03225806451613,3.16326530612245,2.79591836734694,3.16326530612245,2.02040816326531,2.40816326530612,3.25806451612903,4.04081632653061,2.08163265306122,10118
10125,33,4,5,20,2,2,1,3,3,4,3,4,3,15,1.51851851851852,2.93939393939394,2.39393939393939,2.81818181818182,2.24242424242424,2.84848484848485,3.11111111111111,3.45454545454545,2.75757575757576,10125
10123,34,4,5,20,1,2,4,3,1,4,4,3,3,15,1.5625,2.76470588235294,2.61764705882353,2.61764705882353,1.55882352941176,2.91176470588235,3.45161290322581,3.76470588235294,3.23529411764706,10123
102,44,4,5,20,3,3,4,4,4,2,3,2,2,18,1.27027027027027,3.43181818181818,3.20454545454545,2.95454545454545,1.90909090909091,2.11363636363636,1.94594594594595,2.97727272727273,2.68181818181818,102
10111,54,4,5,20,1,3,3,4,1,4,4,4,2,17,1,3.14814814814815,2.72222222222222,3.85185185185185,1.22222222222222,2.98148148148148,3.75925925925926,3.94444444444444,2.05555555555556,10111
10105,21,4,5,20,3,3,3,3,3,3,3,3,3,15,1.5,3.38095238095238,3.23809523809524,3.61904761904762,2.19047619047619,2.71428571428571,3.625,2.80952380952381,2.42857142857143,10105
104,28,4,5,20,3,3,3,2,3,2,2,2,4,19,1.41666666666667,3.28571428571429,3.21428571428571,2.89285714285714,2.03571428571429,2.71428571428571,3,2.39285714285714,2.28571428571429,104
95,29,4,5,20,2,3,1,2,2,3,4,4,4,15,2.66666666666667,3.17241379310345,4.24137931034483,2.27586206896552,2.3448275862069,2.75862068965517,3.18518518518519,2.24137931034483,4.06896551724138,95
98,44,4,5,20,1,4,2,3,1,2,2,4,2,16,1.36363636363636,4.09090909090909,2.04545454545455,3.09090909090909,1.61363636363636,1.97727272727273,3.125,3.61363636363636,2.04545454545455,98
93,25,4,5,20,1,2,1,5,1,5,5,5,1,12,1,2.84,1.76,4.56,1,3.6,4.16666666666667,4.44,1.28,93
92,46,4,5,20,1,5,1,4,1,1,2,4,2,14,1.4,3.67391304347826,2.52173913043478,3.5,1.47826086956522,2.34782608695652,3.375,4.15217391304348,2.58695652173913,92
90,34,4,5,20,2,5,5,4,1,1,2,2,4,18,2.42424242424242,3.44117647058824,3.67647058823529,3.47058823529412,1.85294117647059,2.11764705882353,2.78787878787879,3.32352941176471,2.97058823529412,90
97,48,4,5,20,1.31034482758621,5,2,5,1,1,4.62068965517241,5,1,12,1.31034482758621,3.22916666666667,1.8125,4.35416666666667,1.75,2.77083333333333,4.62068965517241,4.97916666666667,1.60416666666667,97
88,50,4,5,20,1,2,2,4,1,5,4,4,2,18,1.66666666666667,3.58,2.7,3.16,1.9,2.44,3.89583333333333,3.34,3.06,88
87,55,4,5,20,2,3,2,3,1,2,3,3,3,17,1.38,2.98181818181818,1.38181818181818,3.25454545454545,1.03636363636364,2.29090909090909,2.86,3.65454545454545,2.43636363636364,87
81,34,4,5,20,2,3,4,3,2,2,4,3,3,13,2.09090909090909,3.17647058823529,2.85294117647059,3.44117647058824,2.11764705882353,3.26470588235294,3.39393939393939,3.26470588235294,2.52941176470588,81
78,6,4,5,20,1,3,3,5,1,4,4,4,1,6,1.5,2.5,3,4,1.16666666666667,3.5,3.83333333333333,3.66666666666667,2,78
85,25,4,5,20,4,2,4,4,1,4,3,4,3,16,2.73913043478261,3.28,3.64,3.08,2.84,2.76,3.27272727272727,3.44,2.92,85
23,43,4,5,20,1,3,3,4,1,4,4,5,2,12,1.16216216216216,3.37209302325581,1.81395348837209,4.2093023255814,1.13953488372093,3.13953488372093,3.75675675675676,4.09302325581395,1.3953488372093,23
80,30,4,5,20,2,4,3,2,5,3,4,2,5,15,1.88,3.16666666666667,2.56666666666667,3.06666666666667,3.2,2.36666666666667,4,3.36666666666667,3.23333333333333,80
74,43,4,5,20,1,2,1,5,1,5,5,3,1,13,1,4.04651162790698,1.3953488372093,3.23255813953488,1.23255813953488,2.06976744186047,3.75,3.13953488372093,2,74
56,33,4,5,20,1,2,3,1,1,2,1,1,5,8,1.12121212121212,2.63636363636364,2.09090909090909,2.72727272727273,1.48484848484848,2.84848484848485,3.15151515151515,3.27272727272727,3.42424242424242,56
69,11,4,5,20,2,3,3,5,1,5,5,5,1,9,1.36363636363636,2.90909090909091,2.72727272727273,3.63636363636364,1.72727272727273,3.63636363636364,3.72727272727273,4.09090909090909,1.54545454545455,69
64,34,4,5,20,3,2,2,3,2,4,2,3,2,16,2.1875,2.76470588235294,2.64705882352941,2.97058823529412,1.97058823529412,3.05882352941176,2.9375,3.32352941176471,3.26470588235294,64
57,26,4,5,20,1,1,1,5,1,5,5,5,1,16,1.30434782608696,3.26923076923077,3.03846153846154,4.15384615384615,1.23076923076923,3.34615384615385,3.91304347826087,3.5,1.73076923076923,57
52,38,4,5,20,2,2,2,4,1,3,4,4,2,16,1.72222222222222,2.81578947368421,2.23684210526316,3.55263157894737,1.52631578947368,3,3.36111111111111,3.73684210526316,2.07894736842105,52
12,26,4,5,20,2,1,2,5,1,5,4,4,2,15,1.85,3.03846153846154,2.76923076923077,3.23076923076923,2.84615384615385,3.11538461538462,3.5,3.76923076923077,2.34615384615385,12
62,27,4,5,20,1.57894736842105,5,4,5,2,1,3.73684210526316,2,2,13,1.57894736842105,3.62962962962963,2.85185185185185,3.62962962962963,2,2.51851851851852,3.73684210526316,3.59259259259259,1.96296296296296,62
59,27,4,5,20,1,4,1,2,1,3,3,5,2,13,1.16,3.81481481481481,2.07407407407407,3.74074074074074,1,2.55555555555556,3.32,4.81481481481481,1.48148148148148,59
45,44,4,5,20,1,5,1,3,2,1,2,4,3,18,1.675,2.93181818181818,2.54545454545455,3.18181818181818,2.02272727272727,3.02272727272727,3.63414634146341,3.88636363636364,2.81818181818182,45
61,34,4,5,20,1,4,3,3,2,2,2,3,2,17,1.37037037037037,2.64705882352941,2.47058823529412,3.41176470588235,1.23529411764706,3.23529411764706,3.25925925925926,3.58823529411765,2,61
60,33,4,5,20,3,4,5,1,2,3,3,4,2,19,1.70967741935484,3.57575757575758,2.24242424242424,2.6969696969697,1.96969696969697,2.57575757575758,3.67741935483871,3.78787878787879,2.3030303030303,60
53,36,4,5,20,3,3,2,3,2,4,3,3,3,18,1.46666666666667,3.33333333333333,2.63888888888889,3.47222222222222,2.52777777777778,3,3.96666666666667,3.63888888888889,2.61111111111111,53
54,45,4,5,20,1,5,1,2,1,1,2,1,2,19,1.02702702702703,3.26666666666667,1.17777777777778,3.62222222222222,1.02222222222222,2.82222222222222,4.05405405405405,4.4,1.31111111111111,54
51,45,4,5,20,1,5,1,1,2,1,4,3,4,18,1.34090909090909,3.93333333333333,1.68888888888889,3.93333333333333,1.08888888888889,2.37777777777778,4.52272727272727,3.95555555555556,1.91111111111111,51
18,36,4,5,20,1,1,1,5,1,5,4,4,1,17,1.02857142857143,2.5,1.94444444444444,4.16666666666667,1.08333333333333,3.25,3.8,4,1.80555555555556,18
48,38,4,5,20,3,5,1,3,1,1,2,4,1,20,1.5,3.47368421052632,2.57894736842105,3.57894736842105,1.21052631578947,2.52631578947368,3.03333333333333,3.55263157894737,1.47368421052632,48
44,41,4,5,20,3,3,2,3,2,3,3,3,3,15,1.60975609756098,3.24390243902439,2.4390243902439,3.48780487804878,1.39024390243902,2.78048780487805,3.07317073170732,3.85365853658537,2.4390243902439,44
37,25,4,5,20,3,3,1,3,1,5,4,5,3,13,2,3.68,2.08,2.56,2.28,2.64,3.5,3.2,3.8,37
32,48,4,5,20,1,3,3,5,2,4,4,2,4,15,1,3.66666666666667,2.47916666666667,3.9375,1.85416666666667,2.97916666666667,3.80952380952381,3.58333333333333,2.33333333333333,32
36,40,4,5,20,1,3,5,1,5,1,5,3,5,17,2.54285714285714,3.025,3.15,2.925,2.775,2.8,3.02857142857143,3.15,2.7,36
26,46,4,5,20,2,3,2,3,1,4,4,4,3,17,1.47619047619048,2.78260869565217,2.30434782608696,3.67391304347826,1.19565217391304,3.17391304347826,3.61904761904762,3.84782608695652,2.39130434782609,26
22,27,4,5,20,1,4,3,4,1,3,4,5,3,19,1,3.55555555555556,1.92592592592593,3.44444444444444,1.62962962962963,3.2962962962963,4.21739130434783,4.59259259259259,2.14814814814815,22
40,44,4,5,20,1,3,4,2,1,3,1,1,3,18,1.975,3.97727272727273,3.68181818181818,2.59090909090909,2.06818181818182,1.36363636363636,1.125,1.70454545454545,2.84090909090909,40
35,56,4,5,20,2,1,1,3,3,4,4,5,3,19,1.86666666666667,3.57142857142857,2.01785714285714,3.53571428571429,2.08928571428571,2.53571428571429,4.06818181818182,4.05357142857143,2.75,35
19,40,4,5,20,2,2,3,3,3,4,4,3,2,15,1.88235294117647,3,2.8,3.7,2,3.175,3.61764705882353,3.5,2.175,19
20,21,4,5,20,1.125,4,2,4,1,4,4,5,1,15,1.125,2.95238095238095,2.52380952380952,4.09523809523809,1.28571428571429,3.33333333333333,3.94444444444444,4.14285714285714,1.47619047619048,20
27,35,4,5,20,1,1,1,5,1,5,4,5,1,16,1.28125,2.45714285714286,2.2,3.82857142857143,1,2.88571428571429,2.70967741935484,4.42857142857143,1.22857142857143,27
17,54,4,5,20,1,2,2,3,1,4,2,4,1,17,1.34090909090909,2.68518518518519,2.62962962962963,3.46296296296296,1.2962962962963,3.44444444444444,3.22727272727273,4.22222222222222,1.51851851851852,17
8,52,4,5,20,1,5,5,5,1,3,2.9,3,1,19,1,4.15384615384615,2.53846153846154,3.48076923076923,1.65384615384615,2.44230769230769,2.9,4,1.98076923076923,8
2,15,4,5,20,2,4,4,4,2,3,5,2,3,7,1.25,3.33333333333333,3.66666666666667,3.73333333333333,2.13333333333333,2.93333333333333,4.28571428571429,3.46666666666667,2.66666666666667,2
11,28,4,5,20,1,3,3,3,1,2,3,3,2,13,1.04,3.10714285714286,1.89285714285714,3.21428571428571,1.10714285714286,2.57142857142857,2.68,2.75,2.07142857142857,11
5,47,4,5,20,3,3,1,3,1,3,4,3,1,18,1.82051282051282,2.80851063829787,2.27659574468085,2.91489361702128,1.68085106382979,3.14893617021277,3.82051282051282,3.76595744680851,3.02127659574468,5
1,40,4,5,20,1.0625,5,4,3,1,1,3.625,4,1,18,1.0625,4.025,2.625,3.775,1.85,2.225,3.625,3.7,2.275,1
10547,57,1,6,21,1,5,1,3,1,2,4,5,1,20,1.54545454545455,3.26315789473684,2.3859649122807,3.6140350877193,1.31578947368421,3.12280701754386,3.81818181818182,4.14035087719298,1.92982456140351,10547
10539,51,1,6,21,2.08333333333333,3,2,3,2,3,3.19444444444444,4,3,18,2.08333333333333,3.23529411764706,2.58823529411765,3.13725490196078,2.47058823529412,2.49019607843137,3.19444444444444,3.64705882352941,2.74509803921569,10539
10536,25,1,6,21,1.1875,5,5,4,2,1,3.4375,2,1,18,1.1875,4.2,3.12,3.76,1.56,2.04,3.4375,3,1.64,10536
10509,44,1,6,21,1,2,3,4,1,4,3,4,1,15,1.28947368421053,2.72727272727273,3.15909090909091,4.11363636363636,1.36363636363636,3.47727272727273,3.21052631578947,3.93181818181818,2.43181818181818,10509
10540,21,1,6,21,1,1,2,4,1,5,4,4,1,15,1,3.19047619047619,2.47619047619048,3.66666666666667,1.9047619047619,2.9047619047619,3.46153846153846,4.57142857142857,2.42857142857143,10540
10530,55,1,6,21,3,3,1,4,1,2,3,5,3,19,1.72916666666667,3.47272727272727,2.41818181818182,3.65454545454545,1.52727272727273,2.81818181818182,2.91489361702128,4.07272727272727,1.89090909090909,10530
10528,44,1,6,21,1,1,1,2,1,2,3,4,1,18,1.2,3.06818181818182,2.25,3.25,1.36363636363636,2.84090909090909,3.325,3.5,1.63636363636364,10528
10485,37,1,6,21,1,3,2,3,1,4,3,4,2,13,1.60184331797235,2.68571428571429,2.57142857142857,3.62857142857143,1.31428571428571,3.54285714285714,3.65714285714286,3.6,1.88571428571429,10485
10517,57,1,6,21,2,2,2,3,2,4,5,5,1,20,1.72727272727273,3.82456140350877,3.45614035087719,3.71929824561404,2.14035087719298,2.45614035087719,4.06818181818182,4.03508771929825,1.52631578947368,10517
10516,31,1,6,21,2,4,3,5,1,2,3,3,3,16,1.96296296296296,3.35483870967742,2.16129032258065,3.58064516129032,1.09677419354839,2.7741935483871,2.92592592592593,3.67741935483871,2,10516
10497,35,1,6,21,2,1,2,1,1,4,4,4,3,17,1.70967741935484,3.2,3.05714285714286,2.34285714285714,1.88571428571429,2.82857142857143,3.67741935483871,3.6,3.05714285714286,10497
10460,23,1,6,21,1,3,2,4,1,3,3,4,2,19,1.04545454545455,3,2.52173913043478,4,1.60869565217391,3.1304347826087,3.63636363636364,3.82608695652174,2.1304347826087,10460
10503,27,1,6,21,3,5,4,4,1,2,2,2,2,18,1.15789473684211,3.81481481481481,3.33333333333333,3.92592592592593,1.07407407407407,2.25925925925926,2.73684210526316,2.74074074074074,1.37037037037037,10503
10506,20,1,6,21,3,3,5,3,1,3,3,4,3,11,1.57894736842105,3,3.1,3.5,1.15,3.25,3.57894736842105,4.1,2.1,10506
10524,29,1,6,21,2,3,4,4,1,4,4,4,1,18,2.11111111111111,3.51724137931034,3.48275862068966,3.72413793103448,1.58620689655172,3.03448275862069,3.18518518518519,3.75862068965517,2.44827586206897,10524
10456,8,1,6,21,1,1,3,4,1,5,5,4,1,8,1.28571428571429,2.875,2.375,4.5,1.25,3,3.57142857142857,3.625,1.375,10456
10483,25,1,6,21,3,3,3,3,1,3,3,3,3,15,2.3125,2.76,2.88,3.28,1.68,2.4,3,3.28,2.24,10483
10494,56,1,6,21,1.11764705882353,5,2,3,1,1,4.05882352941176,3,3,19,1.11978609625668,3.65454545454545,1.54545454545455,3.29090909090909,1.41818181818182,2.27272727272727,4.04171122994652,4.01818181818182,2.38181818181818,10494
10481,17,1,6,21,1.92307692307692,4,3,2,2,1,2.46153846153846,2,4,12,1.92307692307692,3.23529411764706,2.94117647058824,3.05882352941176,1.05882352941176,2.41176470588235,2.46153846153846,2.76470588235294,2.47058823529412,10481
10463,25,1,6,21,1,1,1,5,1,5,5,5,1,17,1,2.24,1.28,4.48,1.24,3.8,4.39130434782609,5,1.12,10463
10466,55,1,6,21,2,5,3,3,1,1,3,3,2,19,1.76315789473684,3.6,3.25454545454545,3.32727272727273,1.72727272727273,2.14545454545455,2.21052631578947,3.03636363636364,2.61818181818182,10466
10510,42,1,6,21,3,2,2,3,1,3,3,4,2,16,1.35135135135135,2.4390243902439,2.19512195121951,3.65853658536585,1.17073170731707,3,3.37837837837838,3.97560975609756,1.95121951219512,10510
10488,22,1,6,21,3,3,3,2,3,1,2,4,4,8,2.27777777777778,3.90909090909091,3.95454545454545,3.59090909090909,2.54545454545455,1.77272727272727,2.77777777777778,3.18181818181818,2.40909090909091,10488
10479,36,1,6,21,1,4,5,3,1,2,3,3,2,15,1.73333333333333,3,3.13888888888889,3.69444444444444,1.44444444444444,2.69444444444444,3.3,3.44444444444444,2.16666666666667,10479
10486,50,1,6,21,1.41463414634146,5,1,3,1,3,2,3,4,20,1.41463414634146,3.26530612244898,2.40816326530612,3.44897959183673,1.48979591836735,2.97959183673469,3.29268292682927,3.69387755102041,2,10486
10472,59,1,6,21,1.04347826086957,5,1,3,1,1,1.47826086956522,4,1,21,1.04347826086957,3.22033898305085,2.13559322033898,4.42372881355932,1,2.45762711864407,1.47826086956522,4.72881355932203,1.35593220338983,10472
10455,15,1,6,21,1,3,3,5,1,4,5,5,1,11,1.07142857142857,2.93333333333333,2.73333333333333,3.8,1.93333333333333,3.53333333333333,4.30769230769231,4.46666666666667,2.2,10455
10490,57,1,6,21,2,2,1,2,1,2,3,2,1,18,1.45833333333333,3.29824561403509,2.70175438596491,3.14035087719298,1.15789473684211,2.08771929824561,3.33333333333333,3.10526315789474,1.45614035087719,10490
10452,55,1,6,21,1,5,2,4,1,2,1,4,1,20,1.41666666666667,3.16363636363636,2.18181818181818,4.4,1.14545454545455,3,2.97959183673469,4.6,1.72727272727273,10452
10493,47,1,6,21,1,4,5,3,1,4,5,5,1,20,1.5,3.25531914893617,2.72340425531915,3.72340425531915,1.34042553191489,2.95744680851064,3.6304347826087,4.53191489361702,1.87234042553191,10493
10475,20,1,6,21,1,3,1,4,1,4,4,5,3,6,1.25,3,1.85,3.9,1.5,3.5,3.84210526315789,4.3,2.55,10475
10459,43,1,6,21,2,3,3,3,2,3,3,3,3,16,2,3.18604651162791,2.90697674418605,2.6046511627907,2.6046511627907,2.3953488372093,3.92682926829268,3.37209302325581,3.04651162790698,10459
10448,52,1,6,21,1.02222222222222,3,2,4,2,1,3.82222222222222,4,2,20,1.02311111111111,3.08,2.16,2.98,1.32,2.8,3.83511111111111,4.24,2.36,10448
10454,29,1,6,21,1,3,3,5,1,3,5,5,1,19,1.375,2.96551724137931,2.27586206896552,3.72413793103448,1.27586206896552,3.06896551724138,4.5,4.17241379310345,2.41379310344828,10454
10445,40,1,6,21,1,2,1,1,4,3,4,5,5,17,1.13888888888889,4.075,2.425,2.5,2.35,2.725,4.72222222222222,4.775,3.525,10445
10450,32,1,6,21,1.19047619047619,5,4,5,1,1,3.33333333333333,2,2,14,1.19047619047619,3.96875,2.59375,3.75,1.09375,1.75,3.33333333333333,3.9375,2.53125,10450
10438,57,1,6,21,1,4,1,4,1,3,4,5,2,20,1.11764705882353,3.01754385964912,2.10526315789474,4.21052631578947,1.71929824561404,3.3859649122807,4.11764705882353,4.31578947368421,1.7719298245614,10438
10439,22,1,6,21,2,3,3,4,1,4,4,3,2,18,1.44444444444444,2.90909090909091,2.27272727272727,3.63636363636364,1.09090909090909,3.45454545454545,3.66666666666667,3.45454545454545,1.45454545454545,10439
10437,47,1,6,21,2,2,2,3,3,3,3,4,1,19,1.51111111111111,3.23404255319149,2.48936170212766,3.36170212765957,2.06382978723404,3.02127659574468,3.4,3.36170212765957,2.87234042553191,10437
10444,32,1,6,21,2,2,3,3,2,4,3,4,2,17,2.21731748726655,3.35483870967742,2.35483870967742,2.80645161290323,2.35483870967742,2.70967741935484,3.19524617996604,3.48387096774194,2.80645161290323,10444
10397,55,1,6,21,1,3,2,4,2,2,4,5,2,19,1.58333333333333,3.45454545454545,2.10909090909091,3.18181818181818,1.89090909090909,2.30909090909091,3.85416666666667,4.29090909090909,2.56363636363636,10397
10432,59,1,6,21,1,4,4,4,1,2,4,4,2,20,1.14893617021277,3.25423728813559,2.3728813559322,3.67796610169492,1.06779661016949,2.77966101694915,3.91489361702128,4.71186440677966,1.64406779661017,10432
10442,28,1,6,21,1,3,2,3,1,3,3,3,1,10,1.09090909090909,3.32142857142857,2.71428571428571,3.25,1,2.46428571428571,3.18181818181818,3.21428571428571,2.17857142857143,10442
10441,30,1,6,21,1,3,3,2,3,1,2,3,4,18,1.09415584415584,3.67857142857143,2.89285714285714,2.28571428571429,2.92857142857143,2,2.63474025974026,4,3.82142857142857,10441
10341,18,1,6,21,1,1,1,4,1,3,3,3,2,15,1.13333333333333,3.22222222222222,2.77777777777778,4.16666666666667,1.05555555555556,2.27777777777778,3.2,3.33333333333333,1.33333333333333,10341
10440,22,1,6,21,1,5,1,1,3,1,1,1,5,11,1.14285714285714,3,2.86363636363636,3.77272727272727,1.40909090909091,2.86363636363636,3.0952380952381,3.09090909090909,2.09090909090909,10440
10434,20,1,6,21,1,3,3,2,2,1,1,1,4,15,2.05,3.2,2.95,2.9,1.65,2.45,1.4,2.3,2.9,10434
10428,22,1,6,21,1,1,1,3,1,5,5,4,3,15,1.05882352941176,3.54545454545455,2.72727272727273,3.81818181818182,1.40909090909091,3.04545454545455,3.64705882352941,3.36363636363636,2.81818181818182,10428
10418,44,1,6,21,1,5,1,2,2,1,4,4,4,20,1.09302325581395,3.11363636363636,1.81818181818182,3.11363636363636,1.63636363636364,2.54545454545455,3.76190476190476,3.90909090909091,2.34090909090909,10418
10429,48,1,6,21,1,3,1,5,1,3,5,4,1,21,1.23809523809524,3.60416666666667,1.875,3.6875,1.04166666666667,3.02083333333333,4.40476190476191,4.58333333333333,1.89583333333333,10429
10277,56,1,6,21,1,4,1,5,1,2,4,5,1,19,1,3.07142857142857,1.60714285714286,3.82142857142857,1.07142857142857,2.75,4.78846153846154,4.80357142857143,1.41071428571429,10277
10372,52,1,6,21,1.7027027027027,5,4,1,3,1,2.51351351351351,3,4,17,1.7027027027027,3.76923076923077,3,3.03846153846154,2.25,2.07692307692308,2.51351351351351,3.19230769230769,3.09615384615385,10372
10366,55,1,6,21,1,3,3,5,1,5,5,5,2,16,1,3.03636363636364,2.29090909090909,3.98181818181818,1.18181818181818,3.90909090909091,4.81481481481481,4.87272727272727,2.36363636363636,10366
10426,29,1,6,21,1,2,1,4,1,3,4,4,2,17,1.15,4.06896551724138,2.6551724137931,3.72413793103448,1.82758620689655,2.31034482758621,3.85,3.51724137931034,2.06896551724138,10426
10411,44,1,6,21,3,4,2,3,3,3,2,3,3,16,1.5,2.93181818181818,2,3.95454545454545,1.52272727272727,3.15909090909091,3.80952380952381,4.22727272727273,2.02272727272727,10411
10349,29,1,6,21,1,1,1,3,1,5,4,5,2,14,1.08,3.03448275862069,2.06896551724138,3.41379310344828,1.10344827586207,3.37931034482759,3.88,4.44827586206897,2.48275862068966,10349
10402,21,1,6,21,1,3,2,3,1,3,3,3,2,8,2.125,3.47619047619048,3.19047619047619,3.52380952380952,1.76190476190476,2.57142857142857,2.9375,3,2.42857142857143,10402
10371,25,1,6,21,3,4,2,2,2,1,2,3,3,14,1.625,3.52,2.76,3.24,1.6,2.4,2.79166666666667,3.2,2.36,10371
10415,52,1,6,21,1,1,1,5,1,3,3,3,1,17,1.28260869565217,2.69230769230769,2.42307692307692,3.28846153846154,1.25,2.84615384615385,3.32608695652174,4.07692307692308,1.53846153846154,10415
10413,38,1,6,21,3,5,4,4,1,3,3,1,1,17,1.17117117117117,3.13513513513514,2.02702702702703,3.86486486486486,1.08108108108108,3.05405405405405,4.48648648648649,4.02702702702703,2.05405405405405,10413
10414,41,1,6,21,2,4,3,2,4,1,3,1,4,13,1.45945945945946,3.58536585365854,2.8780487804878,3.53658536585366,2.14634146341463,2.68292682926829,3.64864864864865,3.53658536585366,2.39024390243902,10414
10380,42,1,6,21,1,3,2,3,1,4,3,3,1,15,1.21621621621622,3.64285714285714,2.54761904761905,3.52380952380952,1.5952380952381,2.4047619047619,2.7027027027027,2.95238095238095,2.14285714285714,10380
10330,38,1,6,21,1,3,2,4,1,3,3,4,2,17,1.06224406224406,3.18918918918919,2.18918918918919,4.32432432432432,1.02702702702703,3.37837837837838,3.62653562653563,3.7027027027027,1.59459459459459,10330
